Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,High-PreClose,PreClose-Low,High-Open,Open-Low,High-Low,PreClose-Open
TATAMOTORS,EQ,27-Oct-16,530.05,515.6,525.75,510.75,525.5,522,518.75,18470182,9581369352,172802,9321684,50.47,-4.3,19.3,10.15,4.85,15,14.45
TATAMOTORS,EQ,28-Oct-16,522,527,539.95,525.1,536.8,537,535.13,5665910,3032000062,81141,1879139,33.17,17.95,-3.1,12.95,1.9,14.85,-5
TATAMOTORS,EQ,30-Oct-16,537,536.4,536.4,529.5,530.2,531.95,533.06,622999,332092797.8,8887,219253,35.19,-0.6,7.5,0,6.9,6.9,0.6
TATAMOTORS,EQ,1-Nov-16,531.95,534.4,537.9,525.05,529.45,530.6,529.93,6848662,3629295518,105069,2394918,34.97,5.95,6.9,3.5,9.35,12.85,-2.45
TATAMOTORS,EQ,2-Nov-16,530.6,522.6,526,512.35,513.8,513.3,517.68,4750117,2459042776,63419,1326492,27.93,-4.6,18.25,3.4,10.25,13.65,8
TATAMOTORS,EQ,3-Nov-16,513.3,509.8,521.45,505.2,509.25,510.2,513.7,6909458,3549387109,90608,1767397,25.58,8.15,8.1,11.65,4.6,16.25,3.5
TATAMOTORS,EQ,4-Nov-16,510.2,509.25,516.35,501.6,513.5,512.3,509.76,7564243,3855939734,103226,3218898,42.55,6.15,8.6,7.1,7.65,14.75,0.95
TATAMOTORS,EQ,7-Nov-16,512.3,513,521.3,505.05,505.8,506.35,512.33,5507954,2821880141,85057,2074166,37.66,9,7.25,8.3,7.95,16.25,-0.7
TATAMOTORS,EQ,8-Nov-16,506.35,518.4,543,517,538.5,540.2,533.72,12739083,6799089394,137127,3665281,28.77,36.65,-10.65,24.6,1.4,26,-12.05
TATAMOTORS,EQ,9-Nov-16,540.2,501.15,544,500,534.2,533.5,527.23,10276017,5417815514,86307,3066018,29.84,3.8,40.2,42.85,1.15,44,39.05
TATAMOTORS,EQ,10-Nov-16,533.5,536,549.35,531.5,532.9,533.7,540.38,6906437,3732118058,87503,2251899,32.61,15.85,2,13.35,4.5,17.85,-2.5
TATAMOTORS,EQ,11-Nov-16,533.7,526.5,530,505,510.9,507.3,515.15,7823667,4030352275,92133,3957029,50.58,-3.7,28.7,3.5,21.5,25,7.2
TATAMOTORS,EQ,15-Nov-16,507.3,484.9,484.9,453,460.2,457.4,467.85,15356070,7184360608,181331,6471889,42.15,-22.4,54.3,0,31.9,31.9,22.4
TATAMOTORS,EQ,16-Nov-16,457.4,468.45,471.7,450,459.7,458.45,462.65,10855618,5022377245,168974,4098972,37.76,14.3,7.4,3.25,18.45,21.7,-11.05
TATAMOTORS,EQ,17-Nov-16,458.45,460,476,459.65,475.4,472.85,470.43,8949767,4210245038,101157,4021938,44.94,17.55,-1.2,16,0.35,16.35,-1.55
TATAMOTORS,EQ,18-Nov-16,472.85,469.9,473.85,461.85,469.75,471.25,468.48,7246244,3394686672,127178,3393387,46.83,1,11,3.95,8.05,12,2.95
TATAMOTORS,EQ,21-Nov-16,471.25,468,472.8,451.5,458.5,456.95,459.43,7325876,3365696806,95250,3543636,48.37,1.55,19.75,4.8,16.5,21.3,3.25
TATAMOTORS,EQ,22-Nov-16,456.95,464.05,471,453.3,465.5,464.85,461.8,6644867,3068608132,92980,2439956,36.72,14.05,3.65,6.95,10.75,17.7,-7.1
TATAMOTORS,EQ,23-Nov-16,464.85,467,475.3,462,468.5,471.5,469.18,6727083,3156203012,101385,2962058,44.03,10.45,2.85,8.3,5,13.3,-2.15
TATAMOTORS,EQ,24-Nov-16,471.5,466.35,466.35,449.7,451.75,452.95,455.42,8046995,3664780773,84781,3324697,41.32,-5.15,21.8,0,16.65,16.65,5.15
TATAMOTORS,EQ,25-Nov-16,452.95,454.1,456.35,443.15,454.8,452.35,450.34,7426347,3344346660,116364,2399367,32.31,3.4,9.8,2.25,10.95,13.2,-1.15
TATAMOTORS,EQ,28-Nov-16,452.35,451.25,460,450.5,454.15,454.7,456.15,5025929,2292588566,98318,2332408,46.41,7.65,1.85,8.75,0.75,9.5,1.1
TATAMOTORS,EQ,29-Nov-16,454.7,455,466.3,451.35,457.85,459.85,461.03,8570549,3951244277,100878,4156321,48.5,11.6,3.35,11.3,3.65,14.95,-0.3
TATAMOTORS,EQ,30-Nov-16,459.85,460,463.8,455.1,458.4,459.3,459.72,8377510,3851270969,101062,4801637,57.32,3.95,4.75,3.8,4.9,8.7,-0.15
TATAMOTORS,EQ,1-Dec-16,459.3,457,457.7,446.9,448.5,448.2,451.27,7706825,3477843761,118796,4233680,54.93,-1.6,12.4,0.7,10.1,10.8,2.3
TATAMOTORS,EQ,2-Dec-16,448.2,445,453.5,431.15,432.1,432.9,438.92,10450654,4587039664,114878,4300013,41.15,5.3,17.05,8.5,13.85,22.35,3.2
TATAMOTORS,EQ,5-Dec-16,432.9,436,441,428.3,439.3,439.3,436.65,8211182,3585393703,82424,2697637,32.85,8.1,4.6,5,7.7,12.7,-3.1
TATAMOTORS,EQ,6-Dec-16,439.3,441,445.9,438.1,440.1,441.1,442.24,4209420,1861579613,49516,1185915,28.17,6.6,1.2,4.9,2.9,7.8,-1.7
TATAMOTORS,EQ,7-Dec-16,441.1,440,449.2,439.25,446.25,445.35,445.34,5559803,2475988450,81897,2759647,49.64,8.1,1.85,9.2,0.75,9.95,1.1
TATAMOTORS,EQ,8-Dec-16,445.35,451.2,464.4,451.2,461.25,461.55,460.64,8176055,3766187174,116071,3537775,43.27,19.05,-5.85,13.2,0,13.2,-5.85
TATAMOTORS,EQ,9-Dec-16,461.55,464.95,468.55,460.6,464.5,464.1,464.77,5690877,2644944466,116637,2703299,47.5,7,0.95,3.6,4.35,7.95,-3.4
TATAMOTORS,EQ,12-Dec-16,464.1,461.95,461.95,451.05,455.05,454.4,454.81,3837786,1745457798,55533,1570577,40.92,-2.15,13.05,0,10.9,10.9,2.15
TATAMOTORS,EQ,13-Dec-16,454.4,476.8,486.25,462.25,470.3,470.65,482.26,63880404,30806788429,143324,54164629,84.79,31.85,-7.85,9.45,14.55,24,-22.4
TATAMOTORS,EQ,14-Dec-16,470.65,470.2,476.8,462.65,471.55,472.35,471.95,7660437,3615370706,108130,3629795,47.38,6.15,8,6.6,7.55,14.15,0.45
TATAMOTORS,EQ,15-Dec-16,472.35,464,473.6,462.5,463.2,463.2,466.84,6539067,3052724243,99789,3221086,49.26,1.25,9.85,9.6,1.5,11.1,8.35
TATAMOTORS,EQ,16-Dec-16,463.2,465,474.9,464.2,471.7,473.15,472.07,9015744,4256086066,135978,5240309,58.12,11.7,-1,9.9,0.8,10.7,-1.8
TATAMOTORS,EQ,19-Dec-16,473.15,470.9,478.55,465.5,471.05,471.8,472.79,5445624,2574612558,70775,2054977,37.74,5.4,7.65,7.65,5.4,13.05,2.25
TATAMOTORS,EQ,20-Dec-16,471.8,473,475,469.1,473,473.15,472.55,3690160,1743777898,72550,1462781,39.64,3.2,2.7,2,3.9,5.9,-1.2
TATAMOTORS,EQ,21-Dec-16,473.15,473.5,474.5,467.1,469.6,468.5,469.5,3492856,1639881930,55005,1913573,54.79,1.35,6.05,1,6.4,7.4,-0.35
TATAMOTORS,EQ,22-Dec-16,468.5,468.15,472.95,464.8,470.85,469.6,469,5436494,2549739955,87161,2728362,50.19,4.45,3.7,4.8,3.35,8.15,0.35
TATAMOTORS,EQ,23-Dec-16,469.6,464.95,468.3,460,468.3,465.65,464.33,3957854,1837737321,62931,1294690,32.71,-1.3,9.6,3.35,4.95,8.3,4.65
TATAMOTORS,EQ,26-Dec-16,465.65,465.5,465.5,455.6,459.5,457.85,458.66,3282425,1505505802,52317,1029261,31.36,-0.15,10.05,0,9.9,9.9,0.15
TATAMOTORS,EQ,27-Dec-16,457.85,460,468.75,457.4,465.9,466.95,461.85,3164664,1461586870,52219,1101305,34.8,10.9,0.45,8.75,2.6,11.35,-2.15
TATAMOTORS,EQ,28-Dec-16,466.95,467,468.65,462,463.6,463.35,463.97,3772181,1750185879,67480,1819425,48.23,1.7,4.95,1.65,5,6.65,-0.05
TATAMOTORS,EQ,29-Dec-16,463.35,462.75,472.7,459.35,471.65,470.9,466.15,4763171,2220353099,53783,2354762,49.44,9.35,4,9.95,3.4,13.35,0.6
TATAMOTORS,EQ,30-Dec-16,470.9,471,475,467.5,469.9,472,471.08,3605555,1698493449,57127,1420959,39.41,4.1,3.4,4,3.5,7.5,-0.1
TATAMOTORS,EQ,2-Jan-17,472,472,488.7,469.05,486.55,487.05,479.72,4024156,1930454560,46945,1155521,28.71,16.7,2.95,16.7,2.95,19.65,0
TATAMOTORS,EQ,3-Jan-17,487.05,491,492.7,479.9,480.5,481.1,486.65,5814518,2829623413,68062,2007214,34.52,5.65,7.15,1.7,11.1,12.8,-3.95
TATAMOTORS,EQ,4-Jan-17,481.1,484.65,493.7,484.1,487,486.65,489.31,4769872,2333956956,90870,1502217,31.49,12.6,-3,9.05,0.55,9.6,-3.55
TATAMOTORS,EQ,5-Jan-17,486.65,496,503.4,495.55,502,502.15,500.55,7961242,3984968934,129715,3150388,39.57,16.75,-8.9,7.4,0.45,7.85,-9.35
TATAMOTORS,EQ,6-Jan-17,502.15,502.95,507.95,496.25,498.55,497.75,501.97,4907475,2463423039,83283,1786394,36.4,5.8,5.9,5,6.7,11.7,-0.8
TATAMOTORS,EQ,9-Jan-17,497.75,499.4,504.6,492.15,501.25,500.15,500.22,3932710,1967232558,50574,952949,24.23,6.85,5.6,5.2,7.25,12.45,-1.65
TATAMOTORS,EQ,10-Jan-17,500.15,506.55,518,505.95,517.9,516.25,512.98,7973024,4089968794,118993,4154597,52.11,17.85,-5.8,11.45,0.6,12.05,-6.4
TATAMOTORS,EQ,11-Jan-17,516.25,520.25,523.95,517.15,518.85,519.25,519.85,4886398,2540172057,79188,2413819,49.4,7.7,-0.9,3.7,3.1,6.8,-4
TATAMOTORS,EQ,12-Jan-17,519.25,521.7,524,513.2,519.15,518.25,518.43,4219627,2187594098,58936,1596286,37.83,4.75,6.05,2.3,8.5,10.8,-2.45
TATAMOTORS,EQ,13-Jan-17,518.25,523.25,523.25,507.5,514.95,514.85,512.45,6367248,3262892871,91625,3102747,48.73,5,10.75,0,15.75,15.75,-5
TATAMOTORS,EQ,16-Jan-17,514.85,518.65,529.45,517,526.5,526.4,524.43,6084582,3190932913,76463,2848342,46.81,14.6,-2.15,10.8,1.65,12.45,-3.8
TATAMOTORS,EQ,17-Jan-17,526.4,528.1,530.8,521,521.3,523.7,526.18,4297426,2261205609,59209,2032487,47.3,4.4,5.4,2.7,7.1,9.8,-1.7
TATAMOTORS,EQ,18-Jan-17,523.7,523.05,529.6,521.2,522.5,522.45,524.36,5874608,3080413159,47816,3939773,67.06,5.9,2.5,6.55,1.85,8.4,0.65
TATAMOTORS,EQ,19-Jan-17,522.45,523,535.6,522.7,530.65,531.45,531.81,5810128,3089895903,93713,2365356,40.71,13.15,-0.25,12.6,0.3,12.9,-0.55
TATAMOTORS,EQ,20-Jan-17,531.45,527.4,529.3,521.25,523.5,523.2,524.93,5013928,2631946677,95695,3165056,63.13,-2.15,10.2,1.9,6.15,8.05,4.05
TATAMOTORS,EQ,23-Jan-17,523.2,523.2,534.95,523,533.4,532.7,530.73,4209879,2234307173,65587,2216287,52.64,11.75,0.2,11.75,0.2,11.95,0
TATAMOTORS,EQ,24-Jan-17,532.7,533,543,532.35,540.95,541.55,540.22,5183630,2800288428,70595,2559436,49.38,10.3,0.35,10,0.65,10.65,-0.3
TATAMOTORS,EQ,25-Jan-17,541.55,543.25,551.9,541.55,550,548.9,545.77,4504941,2458661120,96866,2473162,54.9,10.35,0,8.65,1.7,10.35,-1.7
TATAMOTORS,EQ,27-Jan-17,548.9,549,552,539.75,540.75,541.95,544.76,4493803,2448039954,71162,2510772,55.87,3.1,9.15,3,9.25,12.25,-0.1
TATAMOTORS,EQ,30-Jan-17,541.95,542,543.5,530.8,532.75,532.3,535.12,4163428,2227952952,68161,2544265,61.11,1.55,11.15,1.5,11.2,12.7,-0.05
TATAMOTORS,EQ,31-Jan-17,532.3,530.2,531.5,518,522.35,523.55,525.35,6035022,3170512184,89536,3417250,56.62,-0.8,14.3,1.3,12.2,13.5,2.1
TATAMOTORS,EQ,1-Feb-17,523.55,527.5,544.5,522.9,540.15,542.25,534.94,4786720,2560622924,68602,2124516,44.38,20.95,0.65,17,4.6,21.6,-3.95
TATAMOTORS,EQ,2-Feb-17,542.25,537.6,537.6,526.8,532.5,531.5,530.9,6579801,3493238632,97475,3411529,51.85,-4.65,15.45,0,10.8,10.8,4.65
TATAMOTORS,EQ,3-Feb-17,531.5,531.9,531.9,519.5,522.35,522.6,524.4,5298261,2778383924,88449,3228200,60.93,0.4,12,0,12.4,12.4,-0.4
TATAMOTORS,EQ,6-Feb-17,522.6,527.9,531.45,523.2,524.35,525.85,527.59,3642527,1921753046,65553,1581320,43.41,8.85,-0.6,3.55,4.7,8.25,-5.3
TATAMOTORS,EQ,7-Feb-17,525.85,524.8,524.8,502,507.1,506.8,511.91,7987282,4088778846,132944,3974329,49.76,-1.05,23.85,0,22.8,22.8,1.05
TATAMOTORS,EQ,8-Feb-17,506.8,512.35,514.95,506.3,513.2,513.05,512.6,5975054,3062802065,103444,3082288,51.59,8.15,0.5,2.6,6.05,8.65,-5.55
TATAMOTORS,EQ,9-Feb-17,513.05,515.4,518,505.75,513.65,512.85,512.31,4099871,2100388447,59432,1782176,43.47,4.95,7.3,2.6,9.65,12.25,-2.35
TATAMOTORS,EQ,10-Feb-17,512.85,513,514.8,506.5,508.6,509.55,509.89,4732032,2412820666,55363,2330324,49.25,1.95,6.35,1.8,6.5,8.3,-0.15
TATAMOTORS,EQ,13-Feb-17,509.55,512.7,512.7,503.3,503.95,505.3,506.15,4700518,2379145842,75275,2527328,53.77,3.15,6.25,0,9.4,9.4,-3.15
TATAMOTORS,EQ,14-Feb-17,505.3,503,506.7,466.55,467.15,482.05,490.98,14901414,7316277887,145070,6064694,40.7,1.4,38.75,3.7,36.45,40.15,2.3
TATAMOTORS,EQ,15-Feb-17,482.05,449.05,453,434.35,436.7,436.45,444.72,38638630,17183214726,401225,14995822,38.81,-29.05,47.7,3.95,14.7,18.65,33
TATAMOTORS,EQ,16-Feb-17,436.45,442.55,447.6,435.4,444.1,446,442.98,11622714,5148622595,142277,4029543,34.67,11.15,1.05,5.05,7.15,12.2,-6.1
TATAMOTORS,EQ,17-Feb-17,446,447.9,456.6,442.4,451.5,452.95,450.88,10063504,4537448625,119408,4292803,42.66,10.6,3.6,8.7,5.5,14.2,-1.9
TATAMOTORS,EQ,20-Feb-17,452.95,451.5,458.45,449,455,455.45,454.15,5866707,2664359116,80177,2136751,36.42,5.5,3.95,6.95,2.5,9.45,1.45
TATAMOTORS,EQ,21-Feb-17,455.45,456.9,462.8,454.5,458,458.65,459.15,6875914,3157069434,87494,3247866,47.24,7.35,0.95,5.9,2.4,8.3,-1.45
TATAMOTORS,EQ,22-Feb-17,458.65,460.25,466.7,455.8,460,460.05,462.25,7315280,3381506232,131789,2757853,37.7,8.05,2.85,6.45,4.45,10.9,-1.6
TATAMOTORS,EQ,23-Feb-17,460.05,464,464.7,457.25,464,462.35,461.6,9492419,4381698081,92180,6193845,65.25,4.65,2.8,0.7,6.75,7.45,-3.95
TATAMOTORS,EQ,27-Feb-17,462.35,464,464,455.1,458,457.8,458.04,5510484,2524012401,89343,3557397,64.56,1.65,7.25,0,8.9,8.9,-1.65
TATAMOTORS,EQ,28-Feb-17,457.8,460,460,454.1,457,456.75,456.32,5722402,2611247300,87772,3889040,67.96,2.2,3.7,0,5.9,5.9,-2.2
TATAMOTORS,EQ,1-Mar-17,456.75,455.9,455.9,448,449.5,449.45,450.86,8367579,3772609958,141268,5264418,62.91,-0.85,8.75,0,7.9,7.9,0.85
TATAMOTORS,EQ,2-Mar-17,449.45,457.85,467.9,453.2,461.3,461.7,463.03,13667695,6328545943,147115,5383593,39.39,18.45,-3.75,10.05,4.65,14.7,-8.4
TATAMOTORS,EQ,3-Mar-17,461.7,463.3,466.85,458.6,460.25,459.95,461.43,7085620,3269498014,111096,3892320,54.93,5.15,3.1,3.55,4.7,8.25,-1.6
TATAMOTORS,EQ,6-Mar-17,459.95,462.5,472.7,462.1,470.25,470.8,467.79,4036291,1888121221,59743,1294887,32.08,12.75,-2.15,10.2,0.4,10.6,-2.55
TATAMOTORS,EQ,7-Mar-17,470.8,469.5,475.9,466.05,466.6,467.55,470.44,7114541,3346950383,114627,2930474,41.19,5.1,4.75,6.4,3.45,9.85,1.3
TATAMOTORS,EQ,8-Mar-17,467.55,469.4,469.6,461.15,463,462.8,463.11,5351597,2478399752,99533,2980492,55.69,2.05,6.4,0.2,8.25,8.45,-1.85
TATAMOTORS,EQ,9-Mar-17,462.8,462.45,469.7,462,467.6,467.6,466.96,3837624,1792024214,80242,1641598,42.78,6.9,0.8,7.25,0.45,7.7,0.35
TATAMOTORS,EQ,10-Mar-17,467.6,471,471.85,465.1,468.45,469.1,468.76,5766815,2703259476,81483,2893760,50.18,4.25,2.5,0.85,5.9,6.75,-3.4
TATAMOTORS,EQ,14-Mar-17,469.1,481,483,468.45,470.2,469.75,472.78,6348198,3001306159,83544,3805876,59.95,13.9,0.65,2,12.55,14.55,-11.9
TATAMOTORS,EQ,15-Mar-17,469.75,475,476.55,470.65,473.35,473.45,473.58,4801312,2273795057,80630,2838492,59.12,6.8,-0.9,1.55,4.35,5.9,-5.25
TATAMOTORS,EQ,16-Mar-17,473.45,478.7,482,476.15,480.9,480.95,479.2,6272947,3006025889,77790,3844356,61.28,8.55,-2.7,3.3,2.55,5.85,-5.25
TATAMOTORS,EQ,17-Mar-17,480.95,481.35,484.2,471.7,476,476.5,477.24,6338248,3024838069,81247,3550016,56.01,3.25,9.25,2.85,9.65,12.5,-0.4
TATAMOTORS,EQ,20-Mar-17,476.5,476.55,478.2,470.75,475.95,476,474.26,2871104,1361646343,42534,1463020,50.96,1.7,5.75,1.65,5.8,7.45,-0.05
TATAMOTORS,EQ,21-Mar-17,476,478,478.05,470.65,473.65,473.75,473.13,4685410,2216815932,67629,3000238,64.03,2.05,5.35,0.05,7.35,7.4,-2
TATAMOTORS,EQ,22-Mar-17,473.75,469.95,469.95,458.5,460.5,459.9,463.77,4695648,2177713559,88765,2544658,54.19,-3.8,15.25,0,11.45,11.45,3.8
TATAMOTORS,EQ,23-Mar-17,459.9,461.3,477,461.3,471.25,472.9,470.24,8665384,4074767238,102038,3771384,43.52,17.1,-1.4,15.7,0,15.7,-1.4
TATAMOTORS,EQ,24-Mar-17,472.9,470.75,474.8,467.55,469.7,470.4,471.19,4296510,2024466462,50444,2117945,49.29,1.9,5.35,4.05,3.2,7.25,2.15
TATAMOTORS,EQ,27-Mar-17,470.4,469,469.15,462.1,464.1,464.75,464.91,4417413,2053720809,52758,2521083,57.07,-1.25,8.3,0.15,6.9,7.05,1.4
TATAMOTORS,EQ,28-Mar-17,464.75,467.5,473,467.5,472.05,472.4,471.33,2982614,1405784387,57847,1771292,59.39,8.25,-2.75,5.5,0,5.5,-2.75
TATAMOTORS,EQ,29-Mar-17,472.4,474.9,475,463.6,469.25,469.05,470.33,6680569,3142082820,72109,3794301,56.8,2.6,8.8,0.1,11.3,11.4,-2.5
TATAMOTORS,EQ,30-Mar-17,469.05,463.5,469.8,462.85,468.5,468.4,467.74,9482785,4435430887,97499,7264192,76.6,0.75,6.2,6.3,0.65,6.95,5.55
TATAMOTORS,EQ,31-Mar-17,468.4,466.5,472.5,464.5,467.35,465.85,468.06,6400088,2995607487,98614,3919821,61.25,4.1,3.9,6,2,8,1.9
TATAMOTORS,EQ,3-Apr-17,465.85,468.25,472.3,467.6,470.8,470.4,469.82,2951896,1386857117,63896,1338955,45.36,6.45,-1.75,4.05,0.65,4.7,-2.4
TATAMOTORS,EQ,5-Apr-17,470.4,470.4,475,467.25,471.8,473.5,472.43,5287168,2497794472,102107,3069951,58.06,4.6,3.15,4.6,3.15,7.75,0
TATAMOTORS,EQ,6-Apr-17,473.5,474.3,478.5,470.6,472,473.2,474.22,6703078,3178720879,98853,3732479,55.68,5,2.9,4.2,3.7,7.9,-0.8
TATAMOTORS,EQ,7-Apr-17,473.2,468.45,480.55,466.65,468,468.3,473,8089461,3826276978,70318,4097513,50.65,7.35,6.55,12.1,1.8,13.9,4.75
TATAMOTORS,EQ,10-Apr-17,468.3,471.65,478.3,467.55,475.8,474.9,473.65,5437523,2575468755,79713,2800508,51.5,10,0.75,6.65,4.1,10.75,-3.35
TATAMOTORS,EQ,11-Apr-17,474.9,477.9,478.35,471.1,472.55,472.25,474.69,4887918,2320245927,82164,2926917,59.88,3.45,3.8,0.45,6.8,7.25,-3
TATAMOTORS,EQ,12-Apr-17,472.25,468.7,471.55,461.6,465.05,464.55,466.52,5991598,2795199048,64481,3575246,59.67,-0.7,10.65,2.85,7.1,9.95,3.55
TATAMOTORS,EQ,13-Apr-17,464.55,461.85,463.35,451.2,455.2,453.35,456.29,5930185,2705876858,80667,3191858,53.82,-1.2,13.35,1.5,10.65,12.15,2.7
TATAMOTORS,EQ,17-Apr-17,453.35,452,455.7,447.3,447.5,449.2,450.98,4913930,2216066751,72168,2277904,46.36,2.35,6.05,3.7,4.7,8.4,1.35
TATAMOTORS,EQ,18-Apr-17,449.2,452,455.75,442.5,443.4,443.7,450.13,4235130,1906370784,60493,2288088,54.03,6.55,6.7,3.75,9.5,13.25,-2.8
TATAMOTORS,EQ,19-Apr-17,443.7,443,449.5,438.3,444.95,443.05,443.13,6319332,2800278934,111923,3166031,50.1,5.8,5.4,6.5,4.7,11.2,0.7
TATAMOTORS,EQ,20-Apr-17,443.05,447.85,447.85,442.1,444.1,443.95,444.64,3288900,1462381837,76823,1712047,52.06,4.8,0.95,0,5.75,5.75,-4.8
TATAMOTORS,EQ,21-Apr-17,443.95,446.75,448.45,437.6,440.2,440.6,442.22,5325590,2355076108,69405,3015498,56.62,4.5,6.35,1.7,9.15,10.85,-2.8
TATAMOTORS,EQ,24-Apr-17,440.6,439.8,449,438.75,443.9,443.85,444.61,6214069,2762823475,92562,3582006,57.64,8.4,1.85,9.2,1.05,10.25,0.8
TATAMOTORS,EQ,25-Apr-17,443.85,445.85,447.75,443.3,446.3,445.65,445.89,5894090,2628143566,101967,4129259,70.06,3.9,0.55,1.9,2.55,4.45,-2
TATAMOTORS,EQ,26-Apr-17,445.65,446,454.4,445.5,451,450.8,451.05,8438042,3806001313,91539,5099603,60.44,8.75,0.15,8.4,0.5,8.9,-0.35
TATAMOTORS,EQ,27-Apr-17,450.8,455,460.9,452.7,455,455.35,457.48,10589249,4844331315,97674,6447307,60.89,10.1,-1.9,5.9,2.3,8.2,-4.2
TATAMOTORS,EQ,28-Apr-17,455.35,457.1,462,454.4,459.35,458.9,458.61,5126904,2351224867,53954,2743120,53.5,6.65,0.95,4.9,2.7,7.6,-1.75
TATAMOTORS,EQ,2-May-17,458.9,456.6,457.2,448.55,450.5,451.25,451.43,6071958,2741058006,103502,3573499,58.85,-1.7,10.35,0.6,8.05,8.65,2.3
TATAMOTORS,EQ,3-May-17,451.25,451.35,456,444.65,445.95,446.6,451.24,5158586,2327746874,74634,2915784,56.52,4.75,6.6,4.65,6.7,11.35,-0.1
TATAMOTORS,EQ,4-May-17,446.6,446.65,448.1,435.15,437,436.5,439.55,6204022,2727005102,101288,3922266,63.22,1.5,11.45,1.45,11.5,12.95,-0.05
TATAMOTORS,EQ,5-May-17,436.5,436.5,436.5,418,419.9,419.6,423.45,9487539,4017457883,180107,4273438,45.04,0,18.5,0,18.5,18.5,0
TATAMOTORS,EQ,8-May-17,419.6,424.75,428.7,417.25,422.6,422.65,424.02,7427873,3149586025,104688,4277738,57.59,9.1,2.35,3.95,7.5,11.45,-5.15
TATAMOTORS,EQ,9-May-17,422.65,424.75,428.8,422.7,426.9,426.8,426.54,2833132,1208455012,45090,1021524,36.06,6.15,-0.05,4.05,2.05,6.1,-2.1
TATAMOTORS,EQ,10-May-17,426.8,427.8,433,424,432,432.3,430.59,5378402,2315910016,57789,2885192,53.64,6.2,2.8,5.2,3.8,9,-1
